Title,Authors,Contributors,ISBN,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
"Paper Girls, Vol. 5",Brian K. Vaughan,"Cliff Chiang (Illustrator), Matt Wilson (Illustrator)",9781534308671,paperback,read,2019/09/11,2019/09/11,2019/09/11,1,"",,,,,,,4.0,,"",,"",No
Abbott,"Saladin Ahmed, Sami Kivelä, Jason Wordie","",,,read,2019/07/14,2019/07/14,2019/07/14,1,"",,,,,,,4.0,"3.5 stars. Abbott is kickass, the magic is super creepy and it deals with some very current issues in a great way. However it didn't keep me engaged the whole way through though, the main character  was really compelling but the bad guy's magic was the only interesting thing about him, he lacked personality.","",,"",No
"The Way of Kings, Part 1",Brandon Sanderson,"",9780575097360,paperback,read,2017/04/01,2017/04/09,2017/04/09,1,"",,,,,,,5.0,"I really enjoyed it, the world is amazing and ridiculously well thought out but it's not a book on its own. It feels like it's building up to something and so I'll wait until I've read part 2 to judge it properly.<br>UPDATE:I read part 2 and it's awesome","",,"",No
Buffy the Vampire Slayer Vol. 2,Jordie Bellaire,David Lopez (Illustrator),9781684154821,paperback,to-read,2020/06/27,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Night Masquerade,Nnedi Okorafor,"",9780765393135,paperback,read,,2019/06/29,2019/06/29,1,"",,,,,,,4.0,,"",,"",Yes
The Starless Sea,Erin Morgenstern,"",9780385541213,hardcover,read,2019/12/01,2020/01/05,2020/01/05,1,"mysterious, emotional, adventurous",slow,,Yes,Yes,Yes,No,5.0,"<div>The Starless Sea was beautiful. I didn't like reading it on my commute so I paused it until I had the chance to read it leisurely, cosy in bed. It was definitely worth the wait. The structure is strange. There's lots of short stories and interludes which interrupted the flow of the story. Sometimes they made me lose focus and I'd put the book down. Sometimes they compelled me to read them aloud to an empty room just to fully appreciate the words. They really added to the atmosphere and made the book feel like more than a story. I am not capable of describing the story itself but I loved it. </div>","",,"",Yes
"Monstress, Vol. 2: The Blood",Marjorie M. Liu,Sana Takeda (Illustrator),"",paperback,read,2019/06/19,2019/06/19,2019/06/19,1,"",,,,,,,5.0,,"",,"",Yes
Storm Front,Jim Butcher,"",9781101128657,paperback,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Ormeshadow,Priya Sharma,"",,,read,2021/01/02,2020/10/24,2020/10/24,1,"",,,,,,,,,"",,"",No
Danny the Champion of the World,Roald Dahl,Quentin Blake (Illustrator),9780375814259,hardcover,read,2015/06/05,"","",1,"",,,,,,,2.0,,"",,"",No
When the Tiger Came Down the Mountain,Nghi Vo,"",9781250786135,paperback,read,2020/12/01,2021/06/09,2021/06/08-2021/06/09,1,"adventurous, emotional, mysterious",medium,A mix,No,Yes,Yes,No,4.5,"","","","physical-copy, adult-sff-by-aoc-2020",Yes
The Star-Touched Queen,Roshani Chokshi,"",9781250085481,digital,read,2019/08/03,2020/08/01,2020/08/01,1,"mysterious, adventurous",medium,,No,Yes,No,No,4.0,"<div>I really enjoyed this one. Maya has a horoscope that marks her as cursed, she is treated as bad luck because of it and all that goes wrong is blamed on her. I really enjoyed the set up in the royal court, a glimpse of the politics surrounding her father (the Raja), the scheming of his wives and Maya's relationship with her half sister Gauri. After we leave the court, things get more mysterious and otherworldly. I loved the world building, Chokshi's writing is lyrical and beautiful, creating such vivid pictures of everything in my mind. I wasn't a huge fan of the romance, which is a fairly prominent part of the book, but I was still invested in the story around it. One other thing I did enjoy is the Indian influence, it's nice to recognise and understand the non-English words and references in a fantasy I'm reading. It adds another layer and makes it feel like the book is meant for me.</div>","",,"",Yes
"Heartstopper, Volume Two",Alice Oseman,"",9781338617498,hardcover,read,2019/11/24,2019/11/24,2019/11/24,1,"",,,,,,,5.0,,"",,"",Yes
A Monster Calls,Patrick Ness,Siobhan Dowd (Contributor),9781406361803,paperback,to-read,2019/11/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Null States,Malka Ann Older,"",9780765393371,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"Monstress, Vol. 1: Awakening",Marjorie M. Liu,Sana Takeda (Illustrator),"",paperback,read,2019/05/27,2019/06/04,2019/06/04,1,"",,,,,,,4.0,,"",,"",Yes
Harry Potter and the Half-Blood Prince,J.K. Rowling,Mary GrandPré (Illustrator),9780439784542,hardcover,read,,"","",1,"",,,,,,,3.0,,"",,"",No
The Book of Phoenix,Nnedi Okorafor,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Gurkha and the Lord of Tuesday,Saad Z. Hossain,"","",,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Little Thieves,Margaret Owen,"",9781250191908,hardcover,to-read,2021/11/27,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Ruin,John Gwynne,"","",,read,2019/01/22,2019/02/02,2019/02/02,1,"",,,,,,,5.0,"Okay, now that I'm slightly more coherent let's try this again. What most impressed me about this book (other than the intense emotional turmoil) is that I could be in the point of view of a character I dislike and yet still maintain my interest in the story. Rafe's point of view was still gripping even though we're not meant to like him and the same was true of our other antagonists. This gives the ""bad"" side a depth that I have found a lot of other books lack. It was a great continuation of the series and I look forward to reading the last one (when I'm ready for the heartbreak that I assume will be waiting).<br><br>Original review: AHHHHHHHHH WHY?! I am now angry and distraught. I should be tired and/or asleep. I both want to start the next one immediately and put it off indefinitely as I'm not ready for this to end...","",,"",Yes
Mort,Terry Pratchett,"",0575041714,hardcover,read,,2015/09/17,2015/09/17,1,"",,,,,,,3.0,,"",,"",No
"Get a Life, Chloe Brown",Talia Hibbert,"",9780062941220,digital,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Blindspot: Hidden Biases of Good People,"Anthony G. Greenwald, Mahzarin R. Banaji","","",,read,2018/01/13,2018/01/12,2018/01/12,1,"",,,,,,,3.0,,"",,"",No
A Natural History of Dragons,Marie Brennan,"",9780765331960,hardcover,read,,2017/10/29,2017/10/29,1,"",,,,,,,4.0,,"",,"",No
Kushiel's Dart,Jacqueline Carey,"",9780765342980,paperback,read,2020/02/04,2020/03/28,2020/03/28,1,"tense, dark, adventurous",slow,,Yes,Yes,It's complicated,Yes,4.0,"<div>This took me a very long time to read, the beginning is really slow and if it wasn't for people I trust telling me to push through, I would have given up. This book feels like an entire series in one book, the character development is incredible. All the charecters are really well drawn, including the villians and the complex web of relationships between them all were the highlight of the book. It's more graphic than what I usually read, and given that the protagonist has been marked by a god to enjoy pain and is often enslaved in some form, they are not often scenes that are enjoyable to read. However it didn't take away from the book and Phedre's conflicted feelings that stem from her mark, gave an extra dimension to her character.  I went from slightly bored to completely engrossed to staying up till 1am to finish it. It was a world I could get completely lost in and I overall I loved it. Saying that, I'm not sure who I'd recommend it to, its a big book full of very dark themes and takes a lot of motivation to get in to. </div>","",,"",Yes
Forest of a Thousand Lanterns,Julie C. Dao,"",9781524738310,paperback,to-read,2019/09/23,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Foundryside,Robert Jackson Bennett,"",9781524760366,hardcover,to-read,2020/07/18,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
You Should See Me in a Crown,Leah Johnson,"",9781338503265,hardcover,read,2020/08/17,2020/08/17,2020/08/17,1,"lighthearted, hopeful, emotional",medium,,Yes,Yes,Yes,No,4.0,"<div>This was really cute! The friendships were so great, I loved Liz's relationship with her brother and the romance was sweet too.</div>","",,"",No
The Witch's Heart,Genevieve Gornichec,"",9780593099940,hardcover,to-read,2021/03/15,"","",0,"",,,,,,,,,"",,"",No
Brisingr,Christopher Paolini,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
Shaman's Crossing,Robin Hobb,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
Alice's Adventures in Wonderland,Lewis Carroll,"",,,read,2018/02/11,2018/02/12,2018/02/12,1,"",,,,,,,3.0,"I don't know how I skipped over this book growing up, I really wish I had read it at a younger age. It's fun, whimsical, wonderful and just straight up weird. I have no idea how Lewis Carroll came up with this world, but it's entertaining to read about.","",,"",No
A Time of Dread,John Gwynne,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Golden Fool,Robin Hobb,"","",paperback,read,2013/01/18,"","",1,"",,,,,,,5.0,,"",,"",No
Unconquerable Sun,Kate Elliott,"",9781250197269,paperback,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Hogfather,Terry Pratchett,"","",,read,2019/12/23,2020/01/02,2020/01/02,1,"lighthearted, funny, adventurous",medium,,No,Yes,No,No,4.0,"<div>I really enjoyed this, it took me longer that I thought to read cause the holidays are busy but it was such a great read around Christmas and made me laugh and smile multiple times!</div>","",,"",Yes
The Subtle Knife,Philip Pullman,"","",,read,,"","",1,"",,,,,,,4.0,,"",,"",No
Made Things,Adrian Tchaikovsky,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Hold Back the Tide,Melinda Salisbury,"",9781407180298,paperback,to-read,2020/03/15,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Station Eleven,Emily St. John Mandel,"",9781443434867,paperback,read,,2018/04/25,2018/04/25,1,"",,,,,,,4.0,"A cast of characters all connected by one man. Some survive the apocalypse and some don't. Their lives are interleaved, out of order but intricately linked by objects and events. The post-apocalyptic world portrayed in Station Eleven is so believable and atmospheric. It's made immediate and tangible by the juxtaposition, snippets of life before and after. It is a haunting tale of loss but also of hope. <i>""Survival is insufficient""</i>","",,"",Yes
Empire Ascendant,Kameron Hurley,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Who Fears Death,Nnedi Okorafor,"",9781101516003,digital,read,2017/10/05,2017/10/05,2017/10/05,1,"",,,,,,,4.0,,"",,"",No
Kafka on the Shore,Haruki Murakami,Philip Gabriel (Translator),"",,to-read,2019/09/23,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Ascension,Jacqueline Koyanagi,"",9781607014010,paperback,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"",No
Stardust,Neil Gaiman,"",0061142026,paperback,read,,2015/09/05,2015/09/05,1,"",,,,,,,3.0,,"",,"",No
A Big Ship at the Edge of the Universe,Alex White,"",,,read,,2019/02/27,2019/02/27,1,"",,,,,,,5.0,,"",,"",Yes
Fool's Quest,Robin Hobb,"",,,read,2015/08/17,2015/08/14,2015/08/14,1,"",,,,,,,5.0,"","",,"",No
Annihilation,Jeff VanderMeer,"",9780374104092,paperback,read,2018/03/25,2018/03/26,2018/03/26,1,"",,,,,,,4.0,"<i>""Where lies the strangling fruit that came from the hand of the sinner I shall bring forth the seeds of the dead...""</i> Weird, creepy and brilliant. Usually distancing techniques, such as not using names, would annoy me but here it just added to the atmosphere. I most definitely would not want to be going anywhere near Area X, ever.","",,"",No
Midnight Blue-Light Special,Seanan McGuire,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
I Capture the Castle,Dodie Smith,"","",,read,2015/01/07,"","",1,"",,,,,,,3.0,,"",,"",No
Down Among the Sticks and Bones,Seanan McGuire,"",9780765392039,hardcover,read,,2018/11/20,2018/11/20,1,"",,,,,,,3.0,So it might just be my mood but this wasn't as enchanting as the first one. The world building is great but the characters lacked depth. It felt a bit predictable and at some points over the top (which is completely intentional but didn't completely work for me). Still enjoyable but possibly my expectations were too high from Every Heart a Doorway. (Caveat: I could see myself loving this in a different mood),"",,"",Yes
The Devourers,Indra Das,"",,,to-read,2020/12/29,"","",0,"",,,,,,,,,"",,"",No
Forest of Souls,Lori M. Lee,"",,,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
The Hero of Numbani,Nicky Drayden,"",,,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Incendiary,Zoraida Córdova,"","",,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
The Only Good Indians,Stephen Graham Jones,"",9781982136475,digital,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
King of the Rising,Kacen Callender,"",,,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
Catherine House,Elisabeth Thomas,"",9780062905659,hardcover,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
The Fires of Vengeance,Evan Winter,"",,,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
The Ikessar Falcon,K.S. Villoso,"",9781775235613,paperback,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
A Sky Beyond the Storm,Sabaa Tahir,"","",hardcover,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
The Vanished Birds,Simon Jimenez,"",,,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
The Burning God,R.F. Kuang,"",9780008339142,hardcover,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
A Song Below Water,Bethany C. Morrow,"",9781250315328,hardcover,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Woven in Moonlight,Isabel Ibañez,"",,,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Night of the Dragon,Julie Kagawa,"",,,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Scavenge the Stars,Tara Sim,"",,,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Wicked As You Wish,Rin Chupeco,"",9781728243269,paperback,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Sia Martinez and the Moonlit Beginning of Everything,Raquel Vasquez Gilliland,"",9781534448636,hardcover,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
The Year of the Witching,Alexis Henderson,"",9780593099605,hardcover,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
Skyhunter,Marie Lu,"",9781250785411,paperback,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Stormsong,C.L. Polk,"",9780765398994,paperback,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
The Archer at Dawn,Swati Teerdhala,"","",,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Court of Lions,Somaiya Daud,"",9781250126474,digital,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Lobizona,Romina Garber,"",9781250239129,hardcover,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
Deathless Divide,Justina Ireland,"",9781789090895,paperback,"","","","","","","","","","","","","","","","",ya-sff-by-aoc-2020,No
The Cousins,Karen M. McManus,"",9780525708018,hardcover,"","","","","","","","","","","","","","","","","physical-copy, maybe-remove-from-tbr",Yes
Trouble the Saints,Alaya Dawn Johnson,"",9781250175335,digital,"","","","","","","","","","","","","","","","",adult-sff-by-aoc-2020,No
